板块类型,板块名称,板块代码,开始日期,结束日期,股票数量,股票列表
概念板块,氟概念,880714,2019-07-15,2026-01-06,57,"0000422,0000790,0002001,0002012,0002083,0002250,0002326,0002388,0002407,0002409,0002442,0002549,0002628,0002672,0002709,0002741,0002759,0002915,0002971,0003017,0300037,0300343,0300346,0300428,0300470,0300617,0300801,0301509,0301665,1600010,1600096,1600141,1600160,1600378,1600618,1600623,1600636,1600673,1600884,1600892,1601678,1601969,1603026,1603310,1603333,1603379,1603505,1603520,1603717,1603931,1603978,1605020,1688146,1688181,1688268,1688386,1688549"
概念板块,磷概念,880715,2019-07-15,2025-11-21,55,"0000155,0000422,0000609,0000713,0000731,0000830,0000833,0000883,0000902,0002114,0002136,0002145,0002170,0002237,0002312,0002386,0002409,0002470,0002538,0002539,0002556,0002588,0002667,0002672,0002749,0002759,0002895,0300387,0300437,0300505,0300610,0300801,0300919,0300958,0301118,0301358,1600078,1600096,1600141,1600309,1600331,1600389,1600470,1600596,1600610,1600691,1600727,1601117,1603077,1603867,1603979,1603993,1688545,1688669,2920809"
概念板块,无人机,880939,2015-05-18,2026-01-13,435,"0000021,0000049,0000063,0000065,0000070,0000099,0000157,0000420,0000519,0000534,0000547,0000559,0000561,0000570,0000589,0000636,0000670,0000697,0000701,0000711,0000738,0000768,0000801,0000810,0000821,0000823,0000887,0000901,0000903,0000925,0001223,0001696,0002017,0002023,0002035,0002036,0002045,0002046,0002057,0002075,0002080,0002085,0002097,0002101,0002111,0002123,0002138,0002139,0002148,0002151,0002161,0002170,0002176,0002182,0002183,0002190,0002196,0002212,0002214,0002236,0002241,0002245,0002248,0002254,0002265,0002278,0002297,0002298,0002313,0002322,0002352,0002355,0002361,0002373,0002383,0002388,0002389,0002405,0002413,0002414,0002415,0002438,0002439,0002448,0002460,0002465,0002471,0002498,0002510,0002526,0002536,0002553,0002560,0002579,0002583,0002598,0002599,0002600,0002611,0002625,0002632,0002651,0002655,0002664,0002683,0002724,0002733,0002758,0002801,0002815,0002829,0002845,0002860,0002881,0002882,0002886,0002892,0002912,0002929,0002933,0002957,0002960,0002967,0002968,0002981,0002984,0002985,0002992,0002999,0003004,0003009,0003013,0300012,0300014,0300019,0300036,0300044,0300045,0300047,0300073,0300074,0300079,0300083,0300091,0300095,0300101,0300115,0300136,0300157,0300159,0300177,0300188,0300201,0300207,0300213,0300219,0300221,0300227,0300263,0300284,0300319,0300322,0300324,0300327,0300342,0300351,0300353,0300365,0300373,0300387,0300397,0300411,0300414,0300424,0300428,0300438,0300447,0300456,0300460,0300466,0300474,0300489,0300496,0300516,0300523,0300538,0300539,0300547,0300563,0300571,0300581,0300592,0300597,0300602,0300605,0300607,0300627,0300629,0300632,0300644,0300656,0300657,0300679,0300680,0300684,0300690,0300691,0300696,0300699,0300719,0300722,0300733,0300739,0300747,0300762,0300775,0300777,0300789,0300790,0300793,0300802,0300815,0300843,0300852,0300853,0300865,0300870,0300875,0300887,0300900,0300902,0300903,0300925,0300943,0300958,0300964,0300965,0300968,0300975,0300991,0301005,0301007,0301041,0301050,0301067,0301091,0301107,0301112,0301128,0301131,0301133,0301136,0301179,0301213,0301218,0301232,0301233,0301238,0301248,0301282,0301302,0301320,0301326,0301357,0301366,0301379,0301421,0301458,0301459,0301505,0301508,0301511,0301517,0301536,0301555,0301557,0301565,0301567,0301586,0301592,0301596,0301598,0301613,0301638,0302132,1600038,1600067,1600094,1600110,1600118,1600143,1600148,1600152,1600178,1600198,1600203,1600212,1600288,1600316,1600353,1600363,1600372,1600382,1600416,1600435,1600456,1600506,1600549,1600562,1600580,1600590,1600734,1600760,1600765,1600775,1600782,1600839,1600855,1600862,1600869,1600877,1600879,1600893,1600936,1600960,1600967,1600973,1601609,1601965,1603068,1603109,1603153,1603232,1603261,1603266,1603300,1603308,1603373,1603489,1603508,1603602,1603612,1603660,1603666,1603667,1603677,1603712,1603738,1603759,1603766,1603789,1603809,1603879,1603906,1603920,1603933,1603970,1603977,1603990,1605056,1605111,1605118,1605168,1605333,1605598,1688002,1688015,1688023,1688039,1688061,1688066,1688070,1688071,1688079,1688081,1688084,1688097,1688107,1688128,1688153,1688159,1688191,1688207,1688208,1688210,1688248,1688270,1688272,1688282,1688287,1688297,1688307,1688333,1688334,1688375,1688379,1688400,1688418,1688439,1688486,1688508,1688509,1688510,1688523,1688539,1688543,1688563,1688567,1688568,1688586,1688592,1688595,1688597,1688629,1688636,1688648,1688653,1688693,1688772,1688775,1688779,1688788,1688819,2920006,2920037,2920092,2920239,2920363,2920394,2920414,2920491,2920508,2920640,2920856,2920943"
概念板块,PPP概念,880940,2015-05-29,2025-09-03,175,"0000008,0000010,0000016,0000027,0000068,0000498,0000544,0000598,0000605,0000628,0000652,0000711,0000753,0000778,0000826,0000868,0000875,0000900,0000967,0001965,0002034,0002060,0002061,0002062,0002081,0002135,0002140,0002146,0002200,0002205,0002236,0002298,0002305,0002307,0002310,0002373,0002374,0002421,0002431,0002479,0002541,0002542,0002586,0002596,0002628,0002630,0002663,0002672,0002674,0002717,0002743,0002761,0002775,0002822,0002883,0002887,0002941,0002973,0300001,0300010,0300021,0300030,0300044,0300055,0300056,0300067,0300070,0300072,0300098,0300145,0300152,0300172,0300187,0300190,0300197,0300198,0300203,0300210,0300212,0300237,0300249,0300263,0300266,0300275,0300284,0300301,0300332,0300334,0300355,0300388,0300422,0300434,0300437,0300517,0300536,0300649,0300692,0300774,0300815,0300862,0300929,0300948,0300961,0301098,0301127,1600008,1600039,1600053,1600072,1600100,1600106,1600133,1600168,1600170,1600187,1600292,1600340,1600382,1600406,1600461,1600475,1600491,1600502,1600510,1600512,1600526,1600562,1600568,1600602,1600606,1600629,1600820,1600831,1600846,1600853,1600874,1600963,1600969,1601068,1601158,1601186,1601199,1601200,1601390,1601618,1601668,1601669,1601766,1601789,1601827,1603007,1603153,1603176,1603291,1603316,1603359,1603568,1603588,1603616,1603636,1603686,1603717,1603759,1603778,1603797,1603815,1603817,1603828,1603843,1603887,1603903,1603955,1605303,1688509,2920873"
概念板块,跨境电商,880941,2015-06-11,2025-12-26,655,"0000017,0000056,0000061,0000411,0000417,0000419,0000501,0000505,0000523,0000560,0000564,0000571,0000620,0000639,0000651,0000676,0000679,0000681,0000701,0000702,0000705,0000715,0000716,0000721,0000725,0000726,0000756,0000759,0000785,0000796,0000848,0000858,0000882,0000950,0000972,0000987,0001211,0001219,0001222,0001238,0001259,0001318,0001322,0001328,0002024,0002032,0002094,0002105,0002127,0002153,0002166,0002183,0002186,0002187,0002193,0002215,0002238,0002251,0002269,0002277,0002291,0002293,0002301,0002316,0002321,0002327,0002329,0002330,0002342,0002345,0002351,0002376,0002397,0002403,0002404,0002416,0002419,0002432,0002461,0002494,0002515,0002543,0002561,0002563,0002565,0002566,0002568,0002570,0002574,0002577,0002582,0002584,0002612,0002614,0002615,0002640,0002650,0002660,0002677,0002678,0002681,0002697,0002702,0002719,0002726,0002727,0002731,0002762,0002780,0002785,0002798,0002818,0002820,0002830,0002832,0002852,0002875,0002878,0002910,0002946,0002956,0002959,0002960,0002991,0003010,0003012,0003016,0003023,0003030,0003041,0300005,0300058,0300094,0300106,0300155,0300162,0300166,0300242,0300268,0300313,0300378,0300531,0300562,0300591,0300609,0300616,0300651,0300703,0300755,0300783,0300785,0300892,0300894,0300908,0300937,0300945,0300973,0300997,0301001,0301004,0301009,0301015,0301025,0301078,0301088,0301116,0301177,0301260,0301276,0301332,0301353,0301371,0301381,0301408,0301448,0301507,0301558,0301606,1600059,1600127,1600128,1600129,1600177,1600185,1600186,1600238,1600249,1600250,1600251,1600257,1600271,1600272,1600280,1600315,1600327,1600336,1600398,1600400,1600415,1600422,1600439,1600448,1600467,1600479,1600506,1600573,1600576,1600597,1600600,1600628,1600630,1600655,1600679,1600682,1600692,1600693,1600694,1600696,1600697,1600702,1600708,1600712,1600729,1600735,1600738,1600771,1600774,1600778,1600785,1600805,1600814,1600824,1600827,1600828,1600830,1600838,1600857,1600858,1600859,1600861,1600865,1600882,1600887,1600983,1601007,1601010,1601065,1601086,1601116,1601366,1601566,1601579,1601801,1601828,1601888,1601921,1601933,1601956,1601966,1603001,1603031,1603043,1603076,1603101,1603116,1603123,1603180,1603193,1603196,1603214,1603215,1603216,1603226,1603230,1603237,1603326,1603336,1603389,1603398,1603439,1603511,1603517,1603518,1603535,1603536,1603551,1603557,1603587,1603608,1603613,1603630,1603668,1603696,1603708,1603711,1603719,1603737,1603777,1603779,1603801,1603808,1603825,1603839,1603843,1603868,1603877,1603883,1603886,1603899,1603900,1603958,1605081,1605136,1605179,1605186,1605188,1605268,1605299,1605336,1605337,1605499,1605567,1605577,1688322,1688793,2920262,2920407,2920765,2920790,2920826,2920926,0000089,0000411,0000417,0000501,0000541,0000564,0000626,0000632,0000639,0000679,0000716,0000727,0000753,0000759,0000785,0000797,0000905,0000973,0000981,0001209,0001211,0001216,0001221,0001222,0001228,0001238,0001287,0001300,0001308,0001317,0001323,0001356,0001391,0002024,0002029,0002076,0002091,0002092,0002094,0002095,0002098,0002103,0002123,0002127,0002131,0002193,0002264,0002269,0002277,0002279,0002291,0002292,0002301,0002314,0002315,0002329,0002344,0002348,0002351,0002352,0002354,0002356,0002362,0002365,0002369,0002373,0002382,0002400,0002401,0002403,0002404,0002419,0002432,0002444,0002481,0002489,0002530,0002563,0002570,0002574,0002582,0002599,0002614,0002615,0002617,0002626,0002640,0002649,0002668,0002681,0002697,0002723,0002727,0002763,0002769,0002800,0002803,0002862,0002870,0002875,0002888,0002889,0002899,0002902,0002909,0002929,0002956,0002959,0002960,0002993,0003003,0003010,0003016,0003023,0003041,0300005,0300013,0300042,0300043,0300047,0300058,0300085,0300130,0300146,0300184,0300209,0300213,0300239,0300247,0300292,0300350,0300413,0300464,0300492,0300577,0300591,0300592,0300595,0300625,0300640,0300647,0300677,0300703,0300729,0300740,0300755,0300773,0300780,0300781,0300783,0300792,0300795,0300805,0300822,0300824,0300857,0300866,0300868,0300869,0300873,0300879,0300888,0300889,0300918,0300946,0300957,0300975,0300993,0300994,0301001,0301004,0301015,0301017,0301029,0301042,0301057,0301066,0301077,0301078,0301103,0301110,0301113,0301166,0301169,0301171,0301187,0301189,0301198,0301231,0301236,0301260,0301287,0301318,0301320,0301330,0301332,0301335,0301345,0301353,0301376,0301381,0301383,0301429,0301448,0301533,0301558,0301575,0301595,0301606,1600051,1600053,1600059,1600108,1600115,1600119,1600128,1600156,1600185,1600233,1600238,1600250,1600287,1600336,1600337,1600358,1600410,1600415,1600439,1600448,1600476,1600515,1600539,1600579,1600630,1600648,1600655,1600664,1600679,1600693,1600697,1600704,1600712,1600735,1600738,1600770,1600778,1600790,1600839,1600859,1600880,1600981,1601021,1601083,1601113,1601156,1601360,1601366,1601598,1601888,1601933,1601956,1603001,1603008,1603021,1603031,1603056,1603059,1603066,1603069,1603091,1603116,1603128,1603201,1603214,1603236,1603268,1603280,1603301,1603313,1603408,1603511,1603535,1603551,1603579,1603600,1603602,1603608,1603613,1603617,1603661,1603681,1603709,1603816,1603836,1603908,1605155,1605299,1605365,1605388,1688080,1688208,1688337,1688360,1688365,1688455,1688557,1688696,1688775,1688793,1689009,2920122,2920132,2920169,2920190,2920242,2920262,2920267,2920278,2920351,2920445,2920765,2920925,2920926,2920976"
概念板块,量子科技,880943,2015-12-17,2025-12-16,102,"0000063,0000066,0000521,0000555,0000988,0002017,0002076,0002104,0002179,0002212,0002230,0002268,0002281,0002335,0002439,0002512,0002583,0002819,0002935,0002967,0003029,0003040,0300077,0300081,0300123,0300205,0300227,0300349,0300352,0300386,0300397,0300419,0300516,0300520,0300546,0300555,0300579,0300620,0300663,0300667,0300757,0300768,0300895,0300986,0301077,0301517,0301638,1600050,1600120,1600131,1600198,1600288,1600330,1600406,1600487,1600522,1600571,1600624,1600658,1600764,1600879,1600941,1600990,1601179,1601728,1601869,1603019,1603025,1603232,1603357,1603660,1603703,1603803,1605116,1688023,1688027,1688051,1688081,1688107,1688122,1688171,1688195,1688201,1688249,1688262,1688272,1688330,1688337,1688418,1688489,1688561,1688579,1688609,1688619,1688622,1688651,1688695,2920300,2920493,2920570,2920640,2920799"
概念板块,无人驾驶,880944,2016-02-24,2026-01-07,390,"0000030,0000034,0000039,0000157,0000425,0000528,0000531,0000550,0000551,0000557,0000572,0000625,0000680,0000723,0000800,0000823,0000826,0000868,0000887,0000901,0000903,0000909,0000925,0000951,0000957,0000967,0000977,0000981,0001230,0001266,0001285,0001317,0002009,0002010,0002023,0002036,0002055,0002065,0002111,0002120,0002139,0002151,0002189,0002195,0002204,0002213,0002214,0002222,0002232,0002236,0002239,0002265,0002284,0002313,0002331,0002335,0002352,0002355,0002368,0002373,0002383,0002405,0002413,0002414,0002415,0002418,0002444,0002446,0002448,0002456,0002463,0002465,0002475,0002519,0002590,0002594,0002625,0002628,0002649,0002703,0002708,0002766,0002792,0002806,0002813,0002815,0002819,0002823,0002829,0002845,0002858,0002869,0002881,0002897,0002906,0002920,0002937,0002938,0002952,0002965,0002967,0002970,0002972,0002973,0002975,0002976,0002990,0003005,0003029,0300020,0300024,0300031,0300036,0300044,0300045,0300047,0300075,0300098,0300099,0300131,0300177,0300198,0300201,0300212,0300223,0300240,0300270,0300275,0300276,0300296,0300304,0300308,0300322,0300339,0300342,0300394,0300397,0300407,0300418,0300422,0300440,0300446,0300456,0300458,0300469,0300489,0300496,0300516,0300520,0300541,0300546,0300552,0300557,0300585,0300589,0300590,0300598,0300602,0300620,0300627,0300634,0300652,0300655,0300656,0300660,0300672,0300678,0300679,0300680,0300681,0300691,0300698,0300710,0300735,0300746,0300771,0300790,0300807,0300815,0300825,0300846,0300851,0300923,0300925,0300928,0300936,0300939,0300969,0301007,0301016,0301022,0301039,0301049,0301070,0301091,0301099,0301128,0301132,0301183,0301195,0301215,0301221,0301236,0301282,0301307,0301315,0301328,0301339,0301345,0301366,0301386,0301398,0301413,0301421,0301428,0301479,0301488,0301499,0301508,0301533,0301535,0301536,0301577,0301598,0301608,1600006,1600031,1600066,1600099,1600104,1600166,1600262,1600416,1600418,1600480,1600487,1600501,1600562,1600567,1600609,1600650,1600678,1600684,1600686,1600699,1600703,1600718,1600733,1600741,1600742,1600764,1600805,1600817,1600834,1600841,1600850,1600967,1601038,1601127,1601238,1601598,1601633,1601689,1601777,1601799,1601965,1603018,1603023,1603037,1603068,1603069,1603111,1603118,1603123,1603150,1603178,1603190,1603197,1603211,1603227,1603228,1603236,1603266,1603286,1603297,1603319,1603390,1603458,1603501,1603508,1603528,1603535,1603569,1603596,1603612,1603633,1603636,1603679,1603686,1603728,1603738,1603776,1603786,1603789,1603803,1603836,1603855,1603920,1603936,1603960,1605005,1605111,1605228,1605358,1605555,1688002,1688003,1688010,1688048,1688071,1688088,1688107,1688109,1688128,1688135,1688141,1688157,1688158,1688167,1688187,1688195,1688207,1688208,1688213,1688219,1688251,1688260,1688262,1688272,1688280,1688282,1688288,1688292,1688306,1688307,1688316,1688322,1688326,1688327,1688367,1688418,1688425,1688469,1688502,1688515,1688521,1688557,1688582,1688592,1688618,1688648,1688689,1688709,1688787,1688788,2920020,2920045,2920060,2920092,2920212,2920242,2920247,2920249,2920346,2920363,2920436,2920438,2920475,2920491,2920533,2920541,2920579,2920599,2920806,2920839,2920856,2920885,2920906,2920932,2920961"
概念板块,ETC概念,880713,2019-06-06,2024-06-19,44,"0000909,0000948,0000997,0001339,0002049,0002104,0002161,0002217,0002316,0002331,0002373,0002401,0002654,0002682,0002860,0002869,0002941,0003040,0300020,0300075,0300079,0300184,0300205,0300376,0300448,0300462,0300520,0300541,0300552,0300603,0300717,0300768,0300790,0301339,0301428,1600035,1600106,1600271,1600855,1601801,1603068,1603458,1603869,2920806"
概念板块,胎压监测,880968,2019-12-03,2022-10-19,29,"0000589,0002073,0002079,0002232,0002284,0002405,0002593,0002666,0002766,0002813,0002906,0300014,0300304,0300445,0300462,0300507,0300643,0300667,1601163,1601965,1603023,1603197,1603266,1603358,1603390,1688022,1688208,1688286,1688288"
概念板块,OLED概念,880945,2016-05-25,2025-12-08,148,"0000012,0000045,0000050,0000100,0000536,0000725,0000810,0000969,0000973,0000990,0001308,0001373,0002008,0002036,0002055,0002217,0002236,0002371,0002387,0002409,0002456,0002559,0002579,0002585,0002635,0002643,0002660,0002845,0002876,0002885,0300005,0300032,0300037,0300054,0300057,0300076,0300088,0300097,0300120,0300131,0300169,0300184,0300200,0300221,0300223,0300256,0300260,0300263,0300296,0300305,0300306,0300317,0300327,0300331,0300346,0300395,0300398,0300400,0300410,0300429,0300433,0300457,0300476,0300481,0300512,0300537,0300545,0300566,0300567,0300576,0300596,0300632,0300655,0300657,0300661,0300666,0300686,0300706,0300721,0300747,0300751,0300776,0300786,0300812,0300928,0300940,0301013,0301297,0301321,0301325,0301611,1600063,1600206,1600330,1600355,1600363,1600458,1600460,1600510,1600552,1600641,1600666,1600667,1600707,1600839,1600884,1601208,1601958,1603052,1603078,1603160,1603175,1603203,1603212,1603228,1603501,1603629,1603650,1603773,1603920,1603929,1603931,1605218,1605588,1605589,1688001,1688028,1688138,1688147,1688150,1688167,1688170,1688181,1688249,1688328,1688352,1688378,1688401,1688403,1688496,1688503,1688538,1688550,1688602,1688627,1688630,1688720,2920001"
概念板块,MiniLED,880725,2021-07-26,2025-12-08,93,"0000016,0000050,0000100,0000536,0000701,0000725,0000727,0000810,0001308,0001373,0002005,0002008,0002055,0002171,0002236,0002245,0002384,0002389,0002429,0002449,0002579,0002587,0002635,0002654,0002745,0002845,0002848,0002913,0002938,0002983,0002992,0300005,0300076,0300097,0300102,0300162,0300219,0300223,0300232,0300241,0300269,0300296,0300303,0300323,0300389,0300400,0300490,0300545,0300566,0300567,0300632,0300650,0300657,0300671,0300708,0300739,0300751,0300752,0300802,0300812,0300814,0300903,0300909,0300939,0301176,0301251,0301312,0301321,0301338,0301379,0301555,0301589,1600060,1600183,1600203,1600703,1600884,1603186,1603212,1603773,1603936,1605218,1688012,1688055,1688249,1688299,1688328,1688383,1688401,1688519,1688610,1688699,2920425"
概念板块,MicroLED,880629,2022-07-06,2025-11-26,44,"0000016,0000050,0000100,0000727,0002008,0002236,0002387,0002429,0002449,0002579,0002587,0002745,0002845,0002983,0300088,0300102,0300162,0300219,0300232,0300241,0300269,0300296,0300303,0300323,0300389,0300400,0300545,0300691,0300708,0300751,0300776,0300812,0300940,0301021,0301312,0301555,0301589,1600703,1688079,1688167,1688249,1688518,1688559,1688627"
概念板块,超清视频,880965,2019-03-06,2023-04-13,94,"0000016,0000045,0000050,0000100,0000156,0000665,0000725,0000727,0000793,0000801,0000810,0000909,0002036,0002123,0002175,0002189,0002236,0002238,0002273,0002415,0002420,0002429,0002449,0002519,0002585,0002587,0002841,0002848,0002876,0002937,0002983,0300017,0300074,0300079,0300097,0300162,0300167,0300182,0300223,0300232,0300264,0300269,0300270,0300287,0300296,0300303,0300327,0300389,0300400,0300413,0300458,0300474,0300504,0300545,0300555,0300566,0300567,0300578,0300613,0300628,0300650,0300661,0300672,0300682,0300770,0301318,1600060,1600088,1600203,1600288,1600636,1600637,1600728,1600831,1600839,1600941,1600996,1601869,1601929,1603189,1603297,1603466,1603501,1603516,1603660,1603721,1603986,1688004,1688010,1688039,1688099,1688486,1688609,2920021"
概念板块,区块链,880946,2016-10-11,2025-11-18,275,"0000021,0000034,0000061,0000063,0000066,0000158,0000488,0000555,0000582,0000607,0000650,0000676,0000681,0000682,0000711,0000793,0000889,0000948,0000997,0002010,0002015,0002017,0002024,0002044,0002049,0002063,0002065,0002085,0002104,0002117,0002123,0002131,0002137,0002152,0002153,0002168,0002177,0002191,0002195,0002197,0002212,0002229,0002235,0002268,0002276,0002279,0002296,0002303,0002316,0002321,0002331,0002352,0002369,0002374,0002400,0002401,0002405,0002416,0002423,0002467,0002474,0002506,0002517,0002527,0002528,0002530,0002537,0002575,0002583,0002585,0002587,0002589,0002624,0002642,0002647,0002649,0002656,0002657,0002660,0002663,0002670,0002707,0002769,0002777,0002797,0002799,0002808,0002819,0002822,0002869,0002878,0002889,0002908,0002929,0002987,0002995,0003029,0003040,0300002,0300007,0300018,0300020,0300036,0300047,0300052,0300059,0300067,0300075,0300077,0300078,0300079,0300081,0300085,0300096,0300099,0300113,0300130,0300137,0300148,0300155,0300166,0300168,0300170,0300180,0300188,0300195,0300199,0300205,0300220,0300223,0300226,0300235,0300245,0300248,0300249,0300253,0300271,0300290,0300311,0300324,0300339,0300348,0300352,0300364,0300369,0300377,0300383,0300386,0300413,0300418,0300420,0300427,0300448,0300451,0300459,0300465,0300468,0300469,0300472,0300477,0300496,0300510,0300520,0300525,0300531,0300532,0300541,0300542,0300546,0300550,0300561,0300562,0300579,0300603,0300608,0300612,0300634,0300638,0300645,0300649,0300663,0300674,0300675,0300676,0300678,0300682,0300688,0300712,0300730,0300736,0300766,0300773,0300830,0300872,0300921,0300925,0300996,0301024,0301117,0301153,0301159,0301172,0301178,0301213,0301236,0301248,0301638,1600050,1600054,1600100,1600179,1600208,1600271,1600410,1600446,1600478,1600556,1600570,1600588,1600590,1600598,1600602,1600604,1600633,1600678,1600718,1600734,1600797,1600826,1600839,1600880,1601108,1601222,1601298,1601360,1601598,1601728,1601789,1601811,1601880,1603000,1603019,1603106,1603232,1603236,1603300,1603366,1603383,1603390,1603398,1603636,1603721,1603825,1603888,1603918,1603927,1603956,1688010,1688012,1688015,1688023,1688051,1688201,1688227,1688232,1688327,1688369,1688489,1688561,1688579,1688588,1688590,1688611,2920592,2920924"
概念板块,数字货币,880967,2019-09-26,2025-10-29,99,"0000555,0000617,0000676,0000948,0000997,0001314,0002017,0002049,0002063,0002104,0002117,0002123,0002152,0002177,0002197,0002212,0002268,0002368,0002376,0002396,0002439,0002530,0002537,0002647,0002649,0002657,0002721,0002822,0002908,0002952,0002987,0003019,0003029,0003040,0300043,0300047,0300077,0300079,0300085,0300130,0300166,0300180,0300188,0300205,0300229,0300248,0300333,0300339,0300348,0300352,0300377,0300386,0300462,0300465,0300468,0300479,0300525,0300531,0300541,0300542,0300546,0300551,0300579,0300645,0300663,0300674,0300730,0300773,0300872,0300941,0301153,0301208,0301236,0301428,0301577,1600271,1600415,1600446,1600476,1600570,1600718,1600794,1601528,1601916,1603123,1603232,1603236,1603300,1603825,1603927,1688201,1688262,1688362,1688489,1688521,1688561,1688590,1688651,2920799"
